,year,position,name,team,detail_position,game,gama_starter,inning_defence,error,pko,po,assist,double_play,fpct,pb,sb,cs,cs_pct
1110,2025,내야수,천성호,LG,3루수,20,10,85,1,0,7,9,3,0.941,0,0,0,-
1111,2025,내야수,석정우,SSG,3루수,20,8,78 1/3,2,0,2,7,0,0.818,0,0,0,-
1112,2025,내야수,변우혁,KIA,1루수,18,6,68 1/3,0,0,54,9,5,1.000,0,0,0,-
1113,2025,내야수,안재석,두산,유격수,18,18,156,1,0,23,46,16,0.986,0,0,0,-
1114,2025,내야수,박지환,SSG,3루수,18,17,138 1/3,5,0,12,26,1,0.884,0,0,0,-
1115,2025,내야수,윤도현,KIA,3루수,17,16,115,2,0,6,19,1,0.926,0,0,0,-
1116,2025,내야수,오명진,두산,유격수,17,15,129 1/3,2,0,28,39,3,0.971,0,0,0,-
1117,2025,내야수,김성현,SSG,2루수,17,10,83 1/3,1,0,23,34,7,0.983,0,0,0,-
1118,2025,내야수,여동욱,키움,3루수,17,9,76,3,0,9,13,2,0.880,0,0,0,-
1119,2025,내야수,황대인,KIA,1루수,16,15,113,2,0,107,4,10,0.982,0,0,0,-
1120,2025,내야수,강민성,KT,2루수,16,6,74 1/3,0,0,20,28,5,1.000,0,0,0,-
1121,2025,내야수,오영수,NC,1루수,16,7,64,1,0,52,3,6,0.982,0,0,0,-
1122,2025,내야수,류지혁,삼성,1루수,15,4,52,0,0,54,2,7,1.000,0,0,0,-
1123,2025,내야수,이영빈,LG,2루수,15,5,53,0,0,11,24,3,1.000,0,0,0,-
1124,2025,내야수,박지훈,두산,3루수,15,9,88 1/3,1,0,11,12,1,0.958,0,0,0,-
1125,2025,내야수,박승욱,롯데,2루수,15,0,22,0,0,5,13,1,1.000,0,0,0,-
1126,2025,내야수,손호영,롯데,2루수,15,12,96,1,0,23,30,9,0.981,0,0,0,-
1127,2025,내야수,박병호,삼성,1루수,14,12,84,2,0,56,12,6,0.971,0,0,0,-
1128,2025,내야수,양도근,삼성,3루수,14,7,69 2/3,2,0,6,17,0,0.920,0,0,0,-
1129,2025,내야수,이영빈,LG,1루수,14,2,37,0,0,45,2,4,1.000,0,0,0,-
1130,2025,내야수,류지혁,삼성,3루수,13,9,87,1,0,5,14,2,0.950,0,0,0,-
1131,2025,내야수,전태현,키움,3루수,13,9,80,1,0,5,13,1,0.947,0,0,0,-
1132,2025,내야수,전병우,삼성,1루수,12,0,23 1/3,1,0,21,1,3,0.957,0,0,0,-
1133,2025,내야수,김현수,LG,1루수,12,9,83,2,0,73,9,6,0.976,0,0,0,-
1134,2025,내야수,이호연,KT,1루수,12,9,80,0,0,68,5,3,1.000,0,0,0,-
1135,2025,내야수,김민성,롯데,2루수,12,10,81,0,0,17,22,4,1.000,0,0,0,-
1136,2025,내야수,안치홍,한화,2루수,12,11,81,1,0,15,28,5,0.977,0,0,0,-
1137,2025,내야수,이영빈,LG,3루수,11,5,50,0,0,2,8,1,1.000,0,0,0,-
1138,2025,내야수,이유찬,두산,2루수,11,7,64,0,0,18,20,5,1.000,0,0,0,-
1139,2025,내야수,박민석,KT,유격수,11,3,43 1/3,1,0,7,11,7,0.947,0,0,0,-
1140,2025,내야수,장준원,KT,2루수,11,4,40 1/3,0,0,11,16,4,1.000,0,0,0,-
1141,2025,내야수,장준원,KT,3루수,11,0,26 1/3,0,0,2,4,1,1.000,0,0,0,-
1142,2025,내야수,현원회,SSG,1루수,11,9,62,0,0,62,9,6,1.000,0,0,0,-
1143,2025,내야수,김민성,롯데,1루수,11,2,25,1,0,28,0,6,0.966,0,0,0,-
1144,2025,내야수,한태양,롯데,유격수,11,2,26,1,0,10,12,5,0.957,0,0,0,-
1145,2025,내야수,도태훈,NC,3루수,11,2,28,1,0,1,4,0,0.833,0,0,0,-
1146,2025,외야수,조수행,두산,우익수,13,5,53,0,0,16,0,0,1.000,0,0,0,-
1147,2025,외야수,임종찬,한화,우익수,13,10,86 1/3,1,0,16,0,0,0.941,0,0,0,-
1148,2025,외야수,최정원,NC,좌익수,13,3,47 1/3,0,0,11,1,1,1.000,0,0,0,-
1149,2025,외야수,스톤,키움,우익수,13,13,114,1,0,19,2,0,0.955,0,0,0,-
1150,2025,외야수,전태현,키움,좌익수,13,7,60,0,0,17,0,0,1.000,0,0,0,-
1151,2025,외야수,정해원,KIA,우익수,12,7,53 1/3,0,0,16,0,0,1.000,0,0,0,-
1152,2025,외야수,이성규,삼성,좌익수,12,8,73,0,0,22,1,0,1.000,0,0,0,-
1153,2025,외야수,홍현빈,삼성,좌익수,12,0,22,1,0,6,0,0,0.857,0,0,0,-
1154,2025,외야수,최승민,LG,좌익수,12,0,19 2/3,1,0,5,0,0,0.833,0,0,0,-
1155,2025,외야수,오태곤,SSG,중견수,12,5,49,0,0,11,0,0,1.000,0,0,0,-
1156,2025,외야수,손아섭,한화,좌익수,12,8,47,0,0,15,1,1,1.000,0,0,0,-
1157,2025,외야수,한석현,NC,좌익수,12,3,41 2/3,0,0,4,0,0,1.000,0,0,0,-
1158,2025,외야수,이형종,키움,좌익수,12,10,80 2/3,0,0,21,0,0,1.000,0,0,0,-
1159,2025,외야수,이형종,키움,우익수,12,6,63 1/3,0,0,16,1,0,1.000,0,0,0,-
1160,2025,외야수,박승규,삼성,좌익수,11,7,65,1,0,18,0,0,0.947,0,0,0,-
1161,2025,외야수,김동준,두산,좌익수,11,9,67,0,0,11,1,0,1.000,0,0,0,-
1162,2025,외야수,하재훈,SSG,우익수,11,10,79 1/3,1,0,13,0,0,0.929,0,0,0,-
1163,2025,외야수,임병욱,키움,좌익수,11,7,72 1/3,0,0,18,0,0,1.000,0,0,0,-
1164,2025,외야수,김석환,KIA,우익수,10,7,48,0,0,11,0,0,1.000,0,0,0,-
1165,2025,외야수,김민혁,KT,중견수,10,7,42,0,0,6,1,0,1.000,0,0,0,-
1166,2025,외야수,최성민,KT,좌익수,10,1,17 1/3,0,0,6,1,0,1.000,0,0,0,-
1167,2025,외야수,맥브룸,SSG,우익수,10,10,72,0,0,15,0,0,1.000,0,0,0,-
1168,2025,외야수,홍현빈,삼성,중견수,9,5,45 2/3,0,0,16,0,0,1.000,0,0,0,-
1169,2025,외야수,김현종,LG,좌익수,9,1,14,0,0,1,0,0,1.000,0,0,0,-
1170,2025,외야수,함창건,LG,좌익수,9,7,56,0,0,17,0,0,1.000,0,0,0,-
1171,2025,외야수,전다민,두산,좌익수,9,0,18 1/3,0,0,2,0,0,1.000,0,0,0,-
1172,2025,외야수,박지환,SSG,우익수,9,4,37,0,0,8,0,0,1.000,0,0,0,-
1173,2025,외야수,한승현,롯데,우익수,9,3,30,0,0,7,1,0,1.000,0,0,0,-
1174,2025,외야수,이상혁,한화,중견수,9,0,14,0,0,4,0,0,1.000,0,0,0,-
1175,2025,외야수,이상혁,한화,우익수,9,0,19 2/3,0,0,2,0,0,1.000,0,0,0,-
1176,2025,외야수,이원석,한화,우익수,61,24,279 1/3,0,0,50,4,1,1.000,0,0,0,-
1177,2025,외야수,김성윤,삼성,중견수,60,47,432 1/3,1,0,116,3,3,0.992,0,0,0,-
1178,2025,외야수,최원영,LG,좌익수,60,8,169 1/3,1,0,41,0,0,0.976,0,0,0,-
1179,2025,외야수,천재환,NC,중견수,60,39,314 2/3,0,0,87,1,0,1.000,0,0,0,-
1180,2025,외야수,리베라토,한화,중견수,58,58,479,3,0,125,7,1,0.978,0,0,0,-
1181,2025,외야수,오선우,KIA,좌익수,56,37,333,0,0,90,2,1,1.000,0,0,0,-
1182,2025,외야수,로하스,KT,우익수,53,49,385,3,0,76,3,1,0.963,0,0,0,-
1183,2025,외야수,천재환,NC,좌익수,53,5,174 1/3,1,0,43,0,0,0.977,0,0,0,-
1184,2025,외야수,천재환,NC,우익수,52,11,202,1,0,29,3,0,0.970,0,0,0,-
1185,2025,외야수,김민석,두산,좌익수,51,36,285 1/3,2,0,62,2,1,0.970,0,0,0,-
1186,2025,외야수,김헌곤,삼성,좌익수,49,21,201,0,0,43,0,0,1.000,0,0,0,-
1187,2025,외야수,전준우,롯데,좌익수,49,48,384,0,0,68,4,1,1.000,0,0,0,-
1188,2025,외야수,임지열,키움,좌익수,49,49,414,2,0,122,4,2,0.984,0,0,0,-
1189,2025,외야수,김인태,두산,좌익수,47,34,261 1/3,1,0,62,1,1,0.984,0,0,0,-
1190,2025,외야수,손아섭,한화,우익수,46,42,314,0,0,68,0,0,1.000,0,0,0,-
1191,2025,외야수,최정원,NC,중견수,45,18,210,0,0,52,2,0,1.000,0,0,0,-
1192,2025,외야수,이성규,삼성,우익수,44,21,207 2/3,2,0,49,1,1,0.962,0,0,0,-
1193,2025,외야수,홍창기,LG,우익수,42,40,329 2/3,0,0,58,2,0,1.000,0,0,0,-
1194,2025,외야수,카디네스,키움,우익수,42,40,322,2,0,61,4,1,0.970,0,0,0,-
1195,2025,외야수,장진혁,KT,좌익수,41,11,159,0,0,37,3,1,1.000,0,0,0,-
1196,2025,외야수,박주홍,키움,우익수,41,29,278 1/3,2,0,65,1,1,0.971,0,0,0,-
1197,2025,외야수,박주홍,키움,좌익수,41,25,236 2/3,0,0,70,1,1,1.000,0,0,0,-
1198,2025,외야수,스티븐슨,KT,중견수,39,39,331 2/3,2,0,73,2,0,0.974,0,0,0,-
1199,2025,외야수,김재환,두산,좌익수,37,35,256 1/3,0,0,56,1,1,1.000,0,0,0,-
1200,2025,외야수,주성원,키움,우익수,37,32,257 1/3,1,0,60,2,0,0.984,0,0,0,-
1201,2025,외야수,이원석,한화,중견수,36,20,216,0,0,55,0,0,1.000,0,0,0,-
1202,2025,외야수,김헌곤,삼성,우익수,35,23,216,0,0,41,0,0,1.000,0,0,0,-
1203,2025,외야수,김태연,한화,우익수,35,23,198 2/3,1,0,49,5,2,0.982,0,0,0,-
1204,2025,외야수,최원영,LG,중견수,34,5,78 1/3,0,0,29,0,0,1.000,0,0,0,-
1205,2025,외야수,로하스,KT,좌익수,34,19,170 2/3,1,0,40,1,0,0.976,0,0,0,-
1206,2025,외야수,최준우,SSG,좌익수,34,22,212,0,0,37,1,0,1.000,0,0,0,-
1207,2025,외야수,박시원,NC,우익수,34,4,93 1/3,0,0,18,0,0,1.000,0,0,0,-
1208,2025,외야수,이창진,KIA,좌익수,33,19,186,0,0,44,0,0,1.000,0,0,0,-
1209,2025,외야수,박승규,삼성,중견수,32,20,177 1/3,0,0,49,1,0,1.000,0,0,0,-
1210,2025,외야수,문성주,LG,좌익수,32,26,226,0,0,57,1,0,1.000,0,0,0,-
1211,2025,외야수,김성욱,SSG,우익수,32,16,164 2/3,0,0,33,0,0,1.000,0,0,0,-
1212,2025,외야수,김동혁,롯데,중견수,32,15,164,0,0,51,0,0,1.000,0,0,0,-
1213,2025,외야수,조수행,두산,중견수,31,8,114 1/3,1,0,40,1,1,0.976,0,0,0,-
1214,2025,외야수,레이예스,롯데,우익수,30,30,236,1,0,45,0,0,0.978,0,0,0,-
1215,2025,외야수,김태연,한화,좌익수,30,23,178 1/3,1,0,30,1,0,0.969,0,0,0,-
1216,2025,외야수,한석현,NC,중견수,30,20,186 2/3,1,0,49,2,0,0.981,0,0,0,-
1217,2025,외야수,김석환,KIA,좌익수,29,26,193 2/3,0,0,44,0,0,1.000,0,0,0,-
1218,2025,외야수,고종욱,KIA,좌익수,28,21,160 1/3,0,0,43,2,0,1.000,0,0,0,-
1219,2025,외야수,푸이그,키움,좌익수,28,28,232,2,0,45,1,0,0.958,0,0,0,-
1220,2025,외야수,최원영,LG,우익수,27,7,81,0,0,23,0,0,1.000,0,0,0,-
1221,2025,외야수,장진혁,KT,우익수,27,5,77,1,0,19,0,0,0.950,0,0,0,-
1222,2025,외야수,박승규,삼성,우익수,25,14,130,0,0,15,2,0,1.000,0,0,0,-
1223,2025,외야수,송찬의,LG,우익수,25,17,153,0,0,29,0,0,1.000,0,0,0,-
1224,2025,외야수,오태곤,SSG,좌익수,25,14,139,2,0,29,0,0,0.935,0,0,0,-
1225,2025,외야수,송찬의,LG,좌익수,24,12,123 1/3,0,0,30,2,0,1.000,0,0,0,-
1226,2025,외야수,이정훈,KT,좌익수,24,17,132,0,0,23,0,0,1.000,0,0,0,-
1227,2025,외야수,안치영,KT,좌익수,23,9,87 2/3,0,0,22,0,0,1.000,0,0,0,-
1228,2025,외야수,김동혁,롯데,우익수,23,8,102 2/3,0,0,29,3,2,1.000,0,0,0,-
1229,2025,외야수,권희동,NC,우익수,23,21,117,0,0,19,1,0,1.000,0,0,0,-
1230,2025,외야수,박정우,KIA,좌익수,22,2,49 2/3,0,0,11,0,0,1.000,0,0,0,-
1231,2025,외야수,고승민,롯데,우익수,22,21,165 2/3,1,0,40,1,0,0.976,0,0,0,-
1232,2025,외야수,최성민,KT,우익수,21,2,50,0,0,10,0,0,1.000,0,0,0,-
1233,2025,외야수,오태곤,SSG,우익수,21,10,95 2/3,0,0,14,1,1,1.000,0,0,0,-
1234,2025,외야수,김동혁,롯데,좌익수,21,1,26,0,0,8,0,0,1.000,0,0,0,-
1235,2025,외야수,박재현,KIA,중견수,20,7,81,1,0,14,1,0,0.938,0,0,0,-
1236,2025,외야수,장진혁,KT,중견수,20,13,109 1/3,0,0,36,1,0,1.000,0,0,0,-
1237,2025,외야수,장두성,롯데,좌익수,20,0,37,0,0,5,0,0,1.000,0,0,0,-
1238,2025,외야수,이원석,한화,좌익수,20,2,61 1/3,1,0,17,0,0,0.944,0,0,0,-
1239,2025,외야수,최인호,한화,좌익수,20,9,95 1/3,0,0,13,0,0,1.000,0,0,0,-
1240,2025,외야수,오선우,KIA,우익수,19,13,102,1,0,20,3,1,0.958,0,0,0,-
1241,2025,외야수,윤정빈,삼성,우익수,19,10,98,0,0,20,1,0,1.000,0,0,0,-
1242,2025,외야수,채현우,SSG,우익수,19,3,53 1/3,0,0,10,0,0,1.000,0,0,0,-
1243,2025,외야수,최준우,SSG,우익수,19,11,98 1/3,1,0,22,0,0,0.957,0,0,0,-
1244,2025,외야수,윤동희,롯데,중견수,19,18,121 2/3,0,0,37,0,0,1.000,0,0,0,-
1245,2025,외야수,박수종,키움,중견수,19,6,64,1,0,21,0,0,0.955,0,0,0,-
1246,2025,외야수,임병욱,키움,우익수,19,11,106 2/3,1,0,19,0,0,0.950,0,0,0,-
1247,2025,외야수,박정우,KIA,중견수,18,13,92,0,0,20,0,0,1.000,0,0,0,-
1248,2025,외야수,박정우,KIA,우익수,18,1,46 1/3,0,0,6,0,0,1.000,0,0,0,-
1249,2025,외야수,한석현,NC,우익수,18,3,70 1/3,0,0,20,2,0,1.000,0,0,0,-
1250,2025,외야수,박관우,LG,좌익수,17,7,57 1/3,0,0,12,0,0,1.000,0,0,0,-
1251,2025,외야수,안치영,KT,우익수,17,1,35 1/3,0,0,10,0,0,1.000,0,0,0,-
1252,2025,외야수,유준규,KT,좌익수,17,4,41 2/3,0,0,8,0,0,1.000,0,0,0,-
1253,2025,외야수,김성욱,SSG,중견수,17,11,92,0,0,22,1,0,1.000,0,0,0,-
1254,2025,외야수,임병욱,키움,중견수,17,10,81,0,0,27,0,0,1.000,0,0,0,-
1255,2025,외야수,박재현,KIA,좌익수,16,1,38,0,0,8,0,0,1.000,0,0,0,-
1256,2025,외야수,추재현,두산,좌익수,16,11,113 2/3,0,0,31,0,0,1.000,0,0,0,-
1257,2025,외야수,장두성,롯데,우익수,16,8,85,1,0,22,0,0,0.957,0,0,0,-
1258,2025,외야수,김태훈,삼성,좌익수,15,10,75 2/3,2,0,20,0,0,0.909,0,0,0,-
1259,2025,외야수,김태훈,삼성,우익수,15,9,66,0,0,11,1,0,1.000,0,0,0,-
1260,2025,외야수,박관우,LG,우익수,15,0,27,1,0,2,0,0,0.667,0,0,0,-
1261,2025,외야수,안현민,KT,중견수,14,12,88 2/3,1,0,18,0,0,0.947,0,0,0,-
1262,2025,외야수,채현우,SSG,좌익수,14,7,66,1,0,13,0,0,0.929,0,0,0,-
1263,2025,외야수,최상민,SSG,우익수,14,0,23 2/3,0,0,6,0,0,1.000,0,0,0,-
1264,2025,외야수,이우성,NC,우익수,14,9,91 2/3,0,0,13,0,0,1.000,0,0,0,-
1265,2025,외야수,박주홍,키움,중견수,14,8,66,1,0,28,1,1,0.967,0,0,0,-
1266,2025,외야수,조수행,두산,우익수,13,5,53,0,0,16,0,0,1.000,0,0,0,-
1267,2025,외야수,임종찬,한화,우익수,13,10,86 1/3,1,0,16,0,0,0.941,0,0,0,-
1268,2025,외야수,최정원,NC,좌익수,13,3,47 1/3,0,0,11,1,1,1.000,0,0,0,-
1269,2025,외야수,스톤,키움,우익수,13,13,114,1,0,19,2,0,0.955,0,0,0,-
1270,2025,외야수,전태현,키움,좌익수,13,7,60,0,0,17,0,0,1.000,0,0,0,-
1271,2025,외야수,정해원,KIA,우익수,12,7,53 1/3,0,0,16,0,0,1.000,0,0,0,-
1272,2025,외야수,이성규,삼성,좌익수,12,8,73,0,0,22,1,0,1.000,0,0,0,-
1273,2025,외야수,홍현빈,삼성,좌익수,12,0,22,1,0,6,0,0,0.857,0,0,0,-
1274,2025,외야수,최승민,LG,좌익수,12,0,19 2/3,1,0,5,0,0,0.833,0,0,0,-
1275,2025,외야수,오태곤,SSG,중견수,12,5,49,0,0,11,0,0,1.000,0,0,0,-
1276,2025,외야수,손아섭,한화,좌익수,12,8,47,0,0,15,1,1,1.000,0,0,0,-
1277,2025,외야수,한석현,NC,좌익수,12,3,41 2/3,0,0,4,0,0,1.000,0,0,0,-
1278,2025,외야수,이형종,키움,좌익수,12,10,80 2/3,0,0,21,0,0,1.000,0,0,0,-
1279,2025,외야수,이형종,키움,우익수,12,6,63 1/3,0,0,16,1,0,1.000,0,0,0,-
1280,2025,외야수,박승규,삼성,좌익수,11,7,65,1,0,18,0,0,0.947,0,0,0,-
1281,2025,외야수,김동준,두산,좌익수,11,9,67,0,0,11,1,0,1.000,0,0,0,-
1282,2025,외야수,하재훈,SSG,우익수,11,10,79 1/3,1,0,13,0,0,0.929,0,0,0,-
1283,2025,외야수,임병욱,키움,좌익수,11,7,72 1/3,0,0,18,0,0,1.000,0,0,0,-
1284,2025,외야수,김석환,KIA,우익수,10,7,48,0,0,11,0,0,1.000,0,0,0,-
1285,2025,외야수,김민혁,KT,중견수,10,7,42,0,0,6,1,0,1.000,0,0,0,-
1286,2025,외야수,최성민,KT,좌익수,10,1,17 1/3,0,0,6,1,0,1.000,0,0,0,-
1287,2025,외야수,맥브룸,SSG,우익수,10,10,72,0,0,15,0,0,1.000,0,0,0,-
1288,2025,외야수,홍현빈,삼성,중견수,9,5,45 2/3,0,0,16,0,0,1.000,0,0,0,-
1289,2025,외야수,김현종,LG,좌익수,9,1,14,0,0,1,0,0,1.000,0,0,0,-
1290,2025,외야수,함창건,LG,좌익수,9,7,56,0,0,17,0,0,1.000,0,0,0,-
1291,2025,외야수,전다민,두산,좌익수,9,0,18 1/3,0,0,2,0,0,1.000,0,0,0,-
1292,2025,외야수,박지환,SSG,우익수,9,4,37,0,0,8,0,0,1.000,0,0,0,-
1293,2025,외야수,한승현,롯데,우익수,9,3,30,0,0,7,1,0,1.000,0,0,0,-
1294,2025,외야수,이상혁,한화,중견수,9,0,14,0,0,4,0,0,1.000,0,0,0,-
1295,2025,외야수,이상혁,한화,우익수,9,0,19 2/3,0,0,2,0,0,1.000,0,0,0,-
1296,2026,내야수,김현수,KT,1루수,5,5,43,1,0,36,4,2,0.976,0,0,0,-
1297,2026,내야수,손호영,롯데,3루수,5,5,42 1/3,0,0,4,6,0,1.000,0,0,0,-
1298,2026,내야수,김도영,KIA,3루수,5,5,42,0,0,4,12,3,1.000,0,0,0,-
1299,2026,내야수,데일,KIA,유격수,5,5,41,2,0,4,7,0,0.846,0,0,0,-
1300,2026,내야수,윤도현,KIA,1루수,5,5,28 1/3,0,0,21,2,1,1.000,0,0,0,-
1301,2026,내야수,오선진,키움,3루수,5,2,15 2/3,0,0,3,2,0,1.000,0,0,0,-
1302,2026,내야수,구본혁,LG,3루수,4,4,31,0,0,2,4,0,1.000,0,0,0,-
1303,2026,내야수,천성호,LG,3루수,4,2,22,0,0,1,3,0,1.000,0,0,0,-
1304,2026,내야수,이도윤,한화,유격수,4,0,11,0,0,2,1,0,1.000,0,0,0,-
1305,2026,내야수,황영묵,한화,2루수,4,0,9,1,0,3,2,0,0.833,0,0,0,-
1306,2026,내야수,김선빈,KIA,2루수,4,4,31,0,0,4,16,1,1.000,0,0,0,-
1307,2026,내야수,박준순,두산,2루수,4,3,24 1/3,2,0,7,12,3,0.905,0,0,0,-
1308,2026,내야수,박한결,키움,2루수,4,4,35,0,0,6,10,2,1.000,0,0,0,-
1309,2026,내야수,구본혁,LG,유격수,3,2,18,0,0,3,10,2,1.000,0,0,0,-
1310,2026,내야수,안상현,SSG,3루수,3,0,3,0,0,0,0,0,-,0,0,0,-
1311,2026,내야수,김한별,NC,2루수,3,0,4,1,0,2,1,0,0.750,0,0,0,-
1312,2026,내야수,신재인,NC,1루수,3,1,15,1,0,14,2,1,0.941,0,0,0,-
1313,2026,내야수,류현인,KT,3루수,3,2,23,1,0,2,6,1,0.889,0,0,0,-
1314,2026,내야수,오윤석,KT,1루수,3,1,11,0,0,10,0,2,1.000,0,0,0,-
1315,2026,내야수,허경민,KT,3루수,3,3,22,1,0,2,2,0,0.800,0,0,0,-
1316,2026,내야수,박승욱,롯데,1루수,3,0,6,0,0,3,0,0,1.000,0,0,0,-
1317,2026,내야수,이호준,롯데,유격수,3,0,10,0,0,1,5,0,1.000,0,0,0,-
1318,2026,내야수,오선우,KIA,1루수,3,1,21,0,0,24,1,2,1.000,0,0,0,-
1319,2026,내야수,강승호,두산,2루수,3,3,23,0,0,6,10,0,1.000,0,0,0,-
1320,2026,내야수,김태연,한화,1루수,2,0,4,0,0,0,0,0,-,0,0,0,-
1321,2026,내야수,안상현,SSG,유격수,2,0,3,0,0,0,0,0,-,0,0,0,-
1322,2026,내야수,홍대인,SSG,3루수,2,0,3,0,0,1,2,0,1.000,0,0,0,-
1323,2026,내야수,데이비슨,NC,1루수,2,2,14,0,0,14,0,1,1.000,0,0,0,-
1324,2026,내야수,오영수,NC,1루수,2,0,2,0,0,2,0,0,1.000,0,0,0,-
1325,2026,내야수,권동진,KT,유격수,2,0,4,0,0,3,0,0,1.000,0,0,0,-
1326,2026,내야수,박승욱,롯데,2루수,2,0,4,0,0,0,3,0,1.000,0,0,0,-
1327,2026,내야수,박민,KIA,유격수,2,1,8,0,0,3,0,0,1.000,0,0,0,-
1328,2026,내야수,박민,KIA,2루수,2,2,9,0,0,1,3,0,1.000,0,0,0,-
1329,2026,내야수,정현창,KIA,2루수,2,0,3,0,0,1,1,0,1.000,0,0,0,-
1330,2026,내야수,이유찬,두산,2루수,2,0,3,0,0,1,1,0,1.000,0,0,0,-
1331,2026,내야수,김태진,키움,3루수,2,0,4,0,0,0,1,0,1.000,0,0,0,-
1332,2026,내야수,최재영,키움,2루수,2,2,16,1,0,4,6,1,0.909,0,0,0,-
1333,2026,내야수,최재영,키움,3루수,2,2,14,0,0,1,2,1,1.000,0,0,0,-
1334,2026,내야수,최주환,키움,1루수,2,1,7 2/3,0,0,6,1,1,1.000,0,0,0,-
1335,2026,내야수,최주환,키움,3루수,2,2,19,0,0,1,2,1,1.000,0,0,0,-
1336,2026,내야수,이영빈,LG,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
1337,2026,내야수,오태곤,SSG,1루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
1338,2026,내야수,홍대인,SSG,2루수,1,0,1,1,0,0,0,0,0.000,0,0,0,-
1339,2026,내야수,심재훈,삼성,2루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
1340,2026,내야수,양우현,삼성,2루수,1,0,2,0,0,0,1,0,1.000,0,0,0,-
1341,2026,내야수,이해승,삼성,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
1342,2026,내야수,이해승,삼성,유격수,1,0,2,0,0,0,0,0,-,0,0,0,-
1343,2026,내야수,김휘집,NC,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
1344,2026,내야수,서호철,NC,2루수,1,0,2,0,0,1,1,0,1.000,0,0,0,-
1345,2026,내야수,서호철,NC,3루수,1,0,2,0,0,1,0,0,1.000,0,0,0,-
1346,2026,내야수,신재인,NC,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
1347,2026,내야수,류현인,KT,2루수,1,1,9,0,0,3,2,1,1.000,0,0,0,-
1348,2026,내야수,오윤석,KT,3루수,1,1,9,0,0,1,1,0,1.000,0,0,0,-
1349,2026,내야수,김민성,롯데,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
1350,2026,내야수,박승욱,롯데,3루수,1,0,1,0,0,0,0,0,-,0,0,0,-
1351,2026,내야수,박승욱,롯데,유격수,1,0,1,0,0,0,1,0,1.000,0,0,0,-
1352,2026,내야수,한동희,롯데,1루수,1,0,3,0,0,4,1,0,1.000,0,0,0,-
1353,2026,내야수,한동희,롯데,3루수,1,1,6,0,0,0,0,0,-,0,0,0,-
1354,2026,내야수,김규성,KIA,1루수,1,0,1,0,0,2,0,0,1.000,0,0,0,-
1355,2026,내야수,김규성,KIA,2루수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
1356,2026,내야수,김규성,KIA,3루수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
1357,2026,내야수,박민,KIA,3루수,1,1,8,0,0,0,0,0,-,0,0,0,-
1358,2026,내야수,윤도현,KIA,2루수,1,0,7,0,0,4,3,2,1.000,0,0,0,-
1359,2026,내야수,정현창,KIA,유격수,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
1360,2026,내야수,오명진,두산,1루수,1,0,2,0,0,1,0,1,1.000,0,0,0,-
1361,2026,내야수,오명진,두산,2루수,1,0,2 2/3,0,0,1,0,0,1.000,0,0,0,-
1362,2026,내야수,이유찬,두산,유격수,1,0,2,0,0,1,1,1,1.000,0,0,0,-
1363,2026,내야수,김태진,키움,2루수,1,0,1 2/3,0,0,0,1,0,1.000,0,0,0,-
1364,2026,내야수,오선진,키움,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
1365,2026,외야수,전준우,롯데,좌익수,4,4,29,0,0,6,0,0,1.000,0,0,0,-
1366,2026,외야수,천재환,NC,우익수,3,2,14 1/3,1,0,4,0,0,0.800,0,0,0,-
1367,2026,외야수,나성범,KIA,우익수,3,3,24,1,0,3,0,0,0.750,0,0,0,-
1368,2026,외야수,박정우,KIA,우익수,3,0,9,0,0,2,0,0,1.000,0,0,0,-
1369,2026,외야수,오선우,KIA,우익수,3,2,12,0,0,3,0,0,1.000,0,0,0,-
1370,2026,외야수,박찬혁,키움,좌익수,3,2,19 2/3,0,0,4,0,0,1.000,0,0,0,-
1371,2026,외야수,박찬혁,키움,우익수,3,3,25,0,0,4,0,0,1.000,0,0,0,-
1372,2026,외야수,임지열,키움,좌익수,3,2,16,0,0,1,0,0,1.000,0,0,0,-
1373,2026,외야수,최원영,LG,중견수,2,0,4,0,0,0,0,0,-,0,0,0,-
1374,2026,외야수,최인호,한화,우익수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
1375,2026,외야수,김성욱,SSG,중견수,2,0,2,0,0,1,0,0,1.000,0,0,0,-
1376,2026,외야수,오태곤,SSG,우익수,2,0,3,0,0,0,0,0,-,0,0,0,-
1377,2026,외야수,채현우,SSG,좌익수,2,0,4,0,0,2,0,0,1.000,0,0,0,-
1378,2026,외야수,김성윤,삼성,중견수,2,1,11,0,0,5,0,0,1.000,0,0,0,-
1379,2026,외야수,김헌곤,삼성,우익수,2,1,11,0,0,4,0,0,1.000,0,0,0,-
1380,2026,외야수,고준휘,NC,좌익수,2,0,4 1/3,0,0,1,0,0,1.000,0,0,0,-
