year,position,name,team,avg,game_cnt,pa,ab,r,hit,2b,3b,home_run,tb,rbi,sac,sf
2022,포수,이병헌,삼성,0.750,3,4,4,1,3,1,0,0,4,1,0,0
2022,포수,권다결,KIA,0.500,2,2,2,0,1,0,0,0,1,1,0,0
2022,포수,김재성,삼성,0.335,63,185,161,16,54,10,0,3,73,26,1,3
2022,포수,안승한,두산,0.333,30,39,36,5,12,3,0,0,15,8,1,0
2022,포수,김선우,KIA,0.333,3,4,3,1,1,0,0,0,1,0,0,0
2022,포수,김태군,삼성,0.298,102,235,205,20,61,11,0,2,78,25,6,3
2022,포수,양의지,NC,0.283,130,510,427,61,121,24,0,20,205,94,0,10
2022,포수,김준태,KT,0.273,98,270,231,28,63,16,1,4,93,27,3,3
2022,포수,이지영,키움,0.267,137,450,420,38,112,13,4,2,139,37,8,0
2022,포수,장성우,KT,0.260,117,420,362,48,94,11,0,18,159,55,1,3
2022,포수,강민호,삼성,0.258,130,444,396,38,102,19,1,13,162,66,1,3
2022,포수,유강남,LG,0.255,139,469,416,54,106,16,0,8,146,47,6,2
2022,포수,박세혁,두산,0.248,128,402,351,33,87,13,1,3,111,41,8,4
2022,포수,허도환,LG,0.247,64,92,85,7,21,5,0,1,29,6,3,0
2022,포수,박동원,KIA,0.242,123,447,385,52,93,21,0,18,168,57,7,1
2022,포수,박유연,두산,0.235,13,19,17,0,4,0,0,0,4,2,0,0
2022,포수,박상언,한화,0.224,56,151,134,16,30,5,1,4,49,17,5,1
2022,포수,최재훈,한화,0.223,114,437,364,38,81,14,0,5,110,30,5,2
2022,포수,김기연,LG,0.222,12,9,9,0,2,0,0,0,2,1,0,0
2022,포수,김민식,SSG,0.221,104,266,222,30,49,9,1,2,66,28,7,3
2022,포수,허관회,한화,0.217,15,25,23,3,5,2,0,0,7,1,1,0
2022,포수,지시완,롯데,0.213,75,199,174,16,37,7,0,3,53,17,2,1
2022,포수,장승현,두산,0.208,60,109,96,6,20,3,0,0,23,9,3,1
2022,포수,김재현,키움,0.207,56,88,82,4,17,4,0,1,24,9,2,1
2022,포수,이재원,SSG,0.201,105,279,234,27,47,6,0,4,65,28,9,3
2022,포수,이재용,NC,0.200,8,6,5,1,1,0,0,1,4,2,0,0
2022,포수,백용환,한화,0.200,4,5,5,1,1,1,0,0,2,0,0,0
2022,포수,정보근,롯데,0.191,95,226,199,8,38,2,0,1,43,15,10,1
2022,포수,박대온,NC,0.181,59,133,127,8,23,4,0,1,30,10,3,1
2022,포수,한승택,KIA,0.176,66,119,102,11,18,2,0,1,23,12,4,1
2022,포수,조형우,SSG,0.167,9,13,12,2,2,1,0,0,3,1,0,0
2022,포수,허인서,한화,0.167,8,19,18,1,3,0,0,0,3,0,0,0
2022,포수,안중열,롯데,0.155,33,84,71,8,11,0,0,2,17,2,0,0
2022,포수,정범모,NC,0.143,5,7,7,0,1,0,0,0,1,1,0,0
2022,포수,김응민,NC,0.134,34,75,67,7,9,1,0,1,13,5,2,1
2022,포수,이현석,SSG,0.133,9,15,15,0,2,0,0,0,2,1,0,0
2022,포수,이흥련,SSG,0.133,22,55,45,4,6,2,0,0,8,1,3,0
2022,포수,강태율,롯데,0.094,19,38,32,0,3,1,0,0,4,3,3,0
2022,포수,김시앙,키움,0.083,13,14,12,1,1,0,0,0,1,0,1,0
2022,포수,문상인,KT,0.000,12,3,3,2,0,0,0,0,0,0,0,0
2022,포수,조대현,KT,0.000,6,4,4,0,0,0,0,0,0,0,0,0
2022,포수,최용제,두산,-,1,1,0,0,0,0,0,0,0,0,0,0
2022,포수,박재욱,LG,-,1,0,0,0,0,0,0,0,0,0,0,0
2022,포수,전경원,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2022,포수,신범수,KIA,0.000,2,3,3,0,0,0,0,0,0,0,0,0
2022,포수,이정훈,KIA,0.000,6,10,8,0,0,0,0,0,0,0,0,0
2022,포수,이해창,한화,0.000,4,11,10,0,0,0,0,0,0,0,1,0
2022,내야수,강승호,두산,0.264,134,487,444,54,117,28,1,10,177,62,6,5
2022,내야수,변우혁,한화,0.262,21,61,61,5,16,3,0,3,28,8,0,0
2022,내야수,황재균,KT,0.262,141,581,519,59,136,25,3,10,197,64,2,2
2022,내야수,김인환,한화,0.261,113,429,398,48,104,14,0,16,166,54,0,4
2022,내야수,하주석,한화,0.258,125,483,445,50,115,18,2,5,152,58,1,3
2022,내야수,김정율,롯데,0.257,57,156,140,9,36,6,0,0,42,11,3,0
2022,내야수,손호영,LG,0.257,36,82,74,13,19,0,2,3,32,14,1,1
2022,내야수,황대인,KIA,0.256,129,524,476,40,122,27,0,14,191,91,0,5
2022,내야수,김상수,삼성,0.251,72,260,235,30,59,11,0,2,76,29,4,2
2022,내야수,송승환,두산,0.250,11,28,28,3,7,1,0,1,11,4,0,0
2022,내야수,김동진,삼성,0.250,5,4,4,0,1,1,0,0,2,0,0,0
2022,내야수,이상호,LG,0.250,60,80,72,9,18,2,0,0,20,5,3,0
2022,내야수,이명기,키움,0.250,2,4,4,0,1,0,0,0,1,0,0,0
2022,내야수,이재홍,키움,0.250,4,4,4,0,1,0,0,0,1,0,0,0
2022,내야수,최준우,SSG,0.250,10,16,12,0,3,0,0,0,3,1,0,1
2022,내야수,전의산,SSG,0.249,77,266,241,36,60,15,1,13,116,45,0,1
2022,내야수,송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7
2022,내야수,장준원,KT,0.246,35,63,57,7,14,2,0,3,25,10,3,0
2022,내야수,정훈,롯데,0.245,91,340,294,39,72,8,0,3,89,32,6,6
2022,내야수,강백호,KT,0.245,62,264,237,24,58,12,0,6,88,29,1,2
2022,내야수,양석환,두산,0.244,107,446,405,58,99,14,1,20,175,51,0,2
2022,내야수,이호연,롯데,0.244,88,222,205,20,50,10,1,2,68,16,4,0
2022,내야수,박정현,한화,0.244,81,220,205,23,50,4,1,3,65,19,2,0
2022,내야수,이유찬,두산,0.241,13,31,29,3,7,0,0,1,10,2,1,1
2022,내야수,심우준,KT,0.240,132,449,388,69,93,8,2,4,117,34,11,4
2022,내야수,오영수,NC,0.238,83,259,231,25,55,10,0,6,83,31,0,3
2022,내야수,김도영,KIA,0.237,103,254,224,37,53,11,4,3,81,19,4,1
2022,내야수,송찬의,LG,0.236,33,78,72,8,17,4,0,3,30,10,0,1
2022,내야수,이재현,삼성,0.235,75,239,230,23,54,4,0,7,79,23,3,0
2022,내야수,오윤석,KT,0.234,112,337,286,23,67,13,0,6,98,37,5,6
2022,내야수,강승호,두산,0.264,134,487,444,54,117,28,1,10,177,62,6,5
2022,내야수,변우혁,한화,0.262,21,61,61,5,16,3,0,3,28,8,0,0
2022,내야수,황재균,KT,0.262,141,581,519,59,136,25,3,10,197,64,2,2
2022,내야수,김인환,한화,0.261,113,429,398,48,104,14,0,16,166,54,0,4
2022,내야수,하주석,한화,0.258,125,483,445,50,115,18,2,5,152,58,1,3
2022,내야수,김정율,롯데,0.257,57,156,140,9,36,6,0,0,42,11,3,0
2022,내야수,손호영,LG,0.257,36,82,74,13,19,0,2,3,32,14,1,1
2022,내야수,황대인,KIA,0.256,129,524,476,40,122,27,0,14,191,91,0,5
2022,내야수,김상수,삼성,0.251,72,260,235,30,59,11,0,2,76,29,4,2
2022,내야수,송승환,두산,0.250,11,28,28,3,7,1,0,1,11,4,0,0
2022,내야수,김동진,삼성,0.250,5,4,4,0,1,1,0,0,2,0,0,0
2022,내야수,이상호,LG,0.250,60,80,72,9,18,2,0,0,20,5,3,0
2022,내야수,이명기,키움,0.250,2,4,4,0,1,0,0,0,1,0,0,0
2022,내야수,이재홍,키움,0.250,4,4,4,0,1,0,0,0,1,0,0,0
2022,내야수,최준우,SSG,0.250,10,16,12,0,3,0,0,0,3,1,0,1
2022,내야수,전의산,SSG,0.249,77,266,241,36,60,15,1,13,116,45,0,1
2022,내야수,송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7
2022,내야수,장준원,KT,0.246,35,63,57,7,14,2,0,3,25,10,3,0
2022,내야수,정훈,롯데,0.245,91,340,294,39,72,8,0,3,89,32,6,6
2022,내야수,강백호,KT,0.245,62,264,237,24,58,12,0,6,88,29,1,2
2022,내야수,양석환,두산,0.244,107,446,405,58,99,14,1,20,175,51,0,2
2022,내야수,이호연,롯데,0.244,88,222,205,20,50,10,1,2,68,16,4,0
2022,내야수,박정현,한화,0.244,81,220,205,23,50,4,1,3,65,19,2,0
2022,내야수,이유찬,두산,0.241,13,31,29,3,7,0,0,1,10,2,1,1
2022,내야수,심우준,KT,0.240,132,449,388,69,93,8,2,4,117,34,11,4
2022,내야수,오영수,NC,0.238,83,259,231,25,55,10,0,6,83,31,0,3
2022,내야수,김도영,KIA,0.237,103,254,224,37,53,11,4,3,81,19,4,1
2022,내야수,송찬의,LG,0.236,33,78,72,8,17,4,0,3,30,10,0,1
2022,내야수,이재현,삼성,0.235,75,239,230,23,54,4,0,7,79,23,3,0
2022,내야수,오윤석,KT,0.234,112,337,286,23,67,13,0,6,98,37,5,6
2022,내야수,이해승,삼성,0.232,46,106,99,11,23,3,0,0,26,5,6,0
2022,내야수,박승욱,롯데,0.227,100,228,198,29,45,7,2,1,59,16,12,0
2022,내야수,김웅빈,키움,0.226,45,135,115,17,26,5,1,1,36,11,3,0
2022,내야수,서건창,LG,0.224,77,247,219,39,49,10,1,2,67,18,3,1
2022,내야수,김주원,NC,0.223,96,326,273,35,61,9,3,10,106,47,9,0
2022,내야수,김휘집,키움,0.222,112,393,333,40,74,12,1,8,112,36,3,4
2022,내야수,김재현,SSG,0.222,18,20,18,2,4,1,0,0,5,4,2,0
2022,내야수,석정우,SSG,0.222,9,9,9,1,2,0,0,0,2,0,0,0
2022,내야수,크론,SSG,0.222,67,259,243,21,54,13,1,11,102,35,0,4
2022,내야수,박계범,두산,0.221,77,168,145,21,32,8,0,2,46,14,6,2
2022,내야수,김성현,SSG,0.219,130,359,302,38,66,9,1,2,83,37,20,3
2022,내야수,박준영,NC,0.216,75,240,208,27,45,8,1,4,67,19,3,1
2022,내야수,도태훈,NC,0.216,91,163,139,18,30,7,0,2,43,13,7,3
2022,내야수,김재호,두산,0.215,102,264,223,26,48,7,0,1,58,21,7,4
2022,내야수,유준규,KT,0.214,7,16,14,3,3,0,0,0,3,0,1,0
2022,내야수,안재석,두산,0.213,99,264,235,22,50,10,0,3,69,17,4,2
2022,내야수,최주환,SSG,0.211,97,333,298,36,63,14,2,9,108,41,0,2
2022,내야수,윤형준,NC,0.209,35,69,67,5,14,1,0,1,18,5,0,0
2022,내야수,김민성,LG,0.207,92,157,140,16,29,4,0,3,42,20,3,1
2022,내야수,이학주,롯데,0.207,91,260,232,29,48,11,1,3,70,15,9,1
2022,내야수,가르시아,LG,0.206,39,156,136,21,28,6,1,4,48,19,0,0
2022,내야수,서호철,NC,0.205,89,214,195,26,40,8,0,2,54,14,3,0
2022,내야수,전병우,키움,0.203,115,231,197,14,40,7,0,5,62,21,9,1
2022,내야수,김병희,KT,0.203,41,85,74,8,15,2,0,1,20,6,0,1
2022,내야수,김주형,키움,0.200,55,130,110,16,22,7,1,1,34,5,2,1
2022,내야수,이성곤,한화,0.192,41,117,99,6,19,5,0,0,24,5,0,1
2022,내야수,최영진,삼성,0.188,43,91,80,5,15,4,0,2,25,10,1,0
2022,내야수,이영빈,LG,0.184,60,83,76,16,14,3,0,1,20,5,0,0
2022,내야수,신본기,KT,0.182,74,138,121,9,22,3,0,1,28,8,4,1
2022,내야수,김규성,KIA,0.180,70,52,50,14,9,0,1,1,14,4,1,0
2022,내야수,김수환,키움,0.179,57,168,140,18,25,6,0,4,43,14,3,1
2022,내야수,이태훈,삼성,0.176,10,18,17,2,3,0,0,0,3,0,0,0
2022,내야수,오재원,두산,0.172,18,31,29,2,5,2,0,0,7,4,0,1
2022,내야수,서예일,두산,0.160,35,27,25,2,4,1,0,0,5,2,1,0
2022,내야수,이도윤,한화,0.159,80,126,113,9,18,7,0,1,28,8,4,1
2022,내야수,공민규,삼성,0.158,15,22,19,0,3,0,0,0,3,2,0,1
2022,내야수,안상현,SSG,0.158,46,47,38,12,6,0,0,2,12,5,3,0
2022,내야수,루이즈,LG,0.155,27,94,84,10,13,4,1,1,22,6,0,1
2022,내야수,윤동희,롯데,0.154,4,13,13,1,2,1,0,0,3,1,0,0
2022,내야수,안주형,삼성,0.150,18,23,20,2,3,0,0,0,3,2,1,1
2022,내야수,박석민,NC,0.149,16,58,47,3,7,2,0,0,9,2,1,0
2022,내야수,한태양,롯데,0.148,38,72,61,14,9,1,0,0,10,3,4,0
2022,내야수,김호재,삼성,0.143,21,29,28,1,4,1,0,0,5,1,0,0
2022,내야수,신준우,키움,0.140,76,54,43,6,6,3,0,0,9,0,2,0
2022,내야수,김영웅,삼성,0.133,13,15,15,2,2,0,0,1,5,1,0,0
2022,내야수,권동진,KT,0.132,48,40,38,9,5,1,1,0,8,4,1,0
2022,내야수,정민규,한화,0.130,9,24,23,3,3,0,0,0,3,0,0,0
2022,내야수,배성근,롯데,0.128,22,41,39,3,5,1,0,0,6,0,0,0
2022,내야수,박경수,KT,0.120,100,194,166,13,20,3,0,3,32,10,2,1
2022,내야수,김수윤,NC,0.118,10,18,17,1,2,1,0,1,6,2,0,0
2022,내야수,최항,SSG,0.100,15,24,20,0,2,0,0,0,2,1,0,1
2022,내야수,김한별,NC,0.095,24,23,21,0,2,0,0,0,2,0,2,0
2022,내야수,최정용,KIA,0.091,30,23,22,5,2,0,0,0,2,0,1,0
2022,내야수,신성현,두산,0.087,17,25,23,3,2,0,0,1,5,2,0,0
2022,내야수,이성규,삼성,0.074,13,34,27,5,2,0,0,0,2,1,0,0
2022,내야수,임석진,KIA,0.071,10,17,14,4,1,0,0,1,4,1,0,0
2022,내야수,고명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0
2022,내야수,양승혁,KT,0.000,11,5,5,0,0,0,0,0,0,0,0,0
2022,내야수,권민석,두산,0.000,16,3,3,3,0,0,0,0,0,0,0,0
2022,내야수,김호은,LG,0.000,2,2,2,0,0,0,0,0,0,0,0,0
2022,내야수,강민국,키움,0.000,3,4,3,0,0,0,0,0,0,1,0,0
2022,내야수,오태양,NC,0.000,15,4,3,5,0,0,0,0,0,0,0,0
2022,내야수,김세민,롯데,0.000,4,4,1,1,0,0,0,0,0,0,2,0
2022,내야수,박민,KIA,0.000,6,2,2,1,0,0,0,0,0,0,0,0
2022,외야수,김민혁,KT,0.284,132,434,373,47,106,10,2,0,120,35,19,3
2022,외야수,고종욱,KIA,0.283,62,114,106,13,30,7,1,2,45,14,1,0
2022,외야수,손아섭,NC,0.277,138,617,548,72,152,29,4,4,201,48,1,6
2022,외야수,푸이그,키움,0.277,126,547,473,65,131,30,0,21,224,73,0,4
2022,외야수,김현준,삼성,0.275,118,422,363,57,100,19,4,0,127,22,8,0
2022,외야수,전민수,NC,0.275,20,41,40,3,11,2,0,0,13,2,0,0
2022,외야수,임지열,키움,0.275,40,148,131,16,36,6,0,1,45,15,3,2
2022,외야수,이정범,SSG,0.273,7,11,11,2,3,0,0,0,3,1,0,0
2022,외야수,김호령,KIA,0.273,54,88,77,21,21,1,1,1,27,8,4,0
2022,외야수,배정대,KT,0.266,144,575,508,64,135,24,2,6,181,56,5,4
2022,외야수,최형우,KIA,0.264,132,530,454,55,120,27,1,14,191,71,0,2
2022,외야수,한유섬,SSG,0.264,135,545,458,62,121,33,1,21,219,100,0,5
2022,외야수,이형종,LG,0.264,26,63,53,3,14,3,0,0,17,7,1,3
2022,외야수,이명기,NC,0.260,94,341,300,36,78,13,2,0,95,23,6,2
2022,외야수,정수빈,두산,0.259,127,455,405,58,105,12,4,3,134,41,6,4
2022,외야수,추신수,SSG,0.259,112,499,409,77,106,20,1,16,176,58,2,4
2022,외야수,라모스,KT,0.250,18,80,72,10,18,1,1,3,30,11,1,1
2022,외야수,김재환,두산,0.248,128,517,448,64,111,24,1,23,206,72,0,4
2022,외야수,김인태,두산,0.247,83,279,235,25,58,6,0,5,79,25,0,0
2022,외야수,양찬열,두산,0.244,41,94,82,15,20,4,0,3,33,12,1,0
2022,외야수,김재혁,삼성,0.242,15,39,33,5,8,1,0,0,9,3,0,1
2022,외야수,김태연,한화,0.240,119,464,404,46,97,18,0,7,136,53,3,4
2022,외야수,김대한,두산,0.240,51,110,96,13,23,6,1,4,43,11,2,1
2022,외야수,장운호,한화,0.238,57,146,122,12,29,3,0,1,35,15,2,2
2022,외야수,홍현빈,KT,0.237,61,92,76,8,18,2,0,0,20,1,6,0
2022,외야수,조수행,두산,0.235,117,134,119,36,28,4,1,1,37,9,2,2
2022,외야수,신윤후,롯데,0.235,49,73,68,8,16,4,2,2,30,7,0,0
2022,외야수,장진혁,한화,0.233,41,132,116,11,27,2,0,2,35,17,1,3
2022,외야수,오태곤,SSG,0.232,130,295,263,48,61,14,1,4,89,23,5,3
2022,외야수,오준혁,SSG,0.230,47,67,61,3,14,2,0,0,16,6,1,0
2022,외야수,노수광,한화,0.229,117,361,315,33,72,18,6,4,114,30,10,3
2022,외야수,피터스,롯데,0.228,85,354,316,32,72,16,0,13,127,48,0,4
2022,외야수,권희동,NC,0.227,82,280,238,30,54,5,1,5,76,22,2,1
2022,외야수,권광민,한화,0.225,32,87,71,6,16,3,1,0,21,8,0,2
2022,외야수,문상철,KT,0.224,28,52,49,5,11,3,0,2,20,4,0,0
2022,외야수,박주홍,키움,0.224,21,57,49,4,11,1,1,0,14,3,0,0
2022,외야수,이재원,LG,0.224,85,253,223,31,50,8,2,13,101,43,0,0
2022,외야수,추재현,롯데,0.224,33,66,58,10,13,4,0,0,17,5,0,0
2022,외야수,한석현,LG,0.222,6,10,9,1,2,0,0,0,2,0,1,0
